file	sites	sites_coding	sites_noncoding	pi	pi_coding	pi_noncoding	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv	mean_gdiv	sites_polymorphic	mean_gdiv_coding_poly	sites_coding_poly	mean_gdiv_noncoding_poly	sites_noncoding_poly
temp_vcf4_18VR001131.vcf	2340	2259	81	0.000284131215875546	0.000294319187759529	0	1759.50000000001	496.499999999998	0	0.00133910784521406	0	0.0117409634153155	0.0829360647748871	*	0.221162839399699	0.000283542101794486	8	0.0829360647748871	8	*	0
temp_vcf4_18VR001132.vcf	2340	2259	81	0	0	0	1760.16666666667	495.833333333332	0	0	0.00113625603636019	0.0100840336134454	0	*	*	0	8	0	7	0	1
temp_vcf4_18VR001736.vcf	2340	2259	81	0.000182318942361107	0.000188856274955729	0	1759.3119479797	496.688052020306	1.22330634572295e-05	0.000815611627411831	6.18241896447056e-06	0.0106345985351891	0.0609338611109688	0.021516997392218	0.405020030384564	0.000182280781101189	7	0.0609338611109689	7	*	0
temp_vcf4_18VR001742.vcf	2340	2259	81	1.12675722236554e-05	1.16715887575713e-05	0	1760.16666666667	495.833333333332	0	5.31753660571839e-05	0.00113625603636019	0.0101109621642051	0.00292751005096968	*	0.0263475904587271	1.12596540421911e-05	9	0.00329344880734089	8	0	1
temp_vcf4_18VR002048.vcf	2340	2259	81	0	0	0	1759.50000000001	496.499999999998	0	0	0.00113668655868144	0.028197381671702	0	*	*	0	17	0	16	0	1
temp_vcf4_18VR002388.vcf	2340	2259	81	0.000113430025837494	0.000117497237919317	0	1760.16666666667	495.833333333332	2.31796887833444e-05	0.000453027519165555	0.00171619954192011	0.0103193868608673	0.0203820602944424	0.0407294047679836	0.0747457930199224	0.000113233668302458	13	0.0220805653189792	12	0	1
temp_vcf4_18VR002752.vcf	2340	2259	81	0.000127068993767722	0.000131625252508397	0	1759.5214379085	496.478562091501	6.84557789057798e-05	0.000356293399936215	0.00117322453765837	0.0283836013960965	0.0141501217676616	0.120354940407536	0.0589325389044525	0.000126988272273886	21	0.0148576278560447	20	0	1
temp_vcf4_18VR002834.vcf	2340	2259	81	0	0	0	1759.00000000001	496.999999999998	0	0	0	0.0160965794768612	0	*	*	0	8	0	8	*	0
temp_vcf4_18VR002905.vcf	2340	2259	81	0.000220711416711394	0.000228625371892281	0	1759.91351297218	495.795888737221	0.000277895556647699	5.52496912292259e-05	0.0017673981529043	0.0101127653583694	0.0429053409405272	0.162504576290094	0.0273503624160436	0.000220027389438601	12	0.0468058264805751	11	0	1
temp_vcf4_18VR003297.vcf	2340	2259	81	0	0	0	1759.00000000001	496.999999999998	0	0	0	0.0160965794768612	0	*	*	0	8	0	8	*	0
