	index	contact	distance
311	19VR003002	19VR006520	20.881424623136635
312	19VR003002	19VR006679	90.38985955570536
313	19VR003002	19VR006682	87.51115654078836
314	19VR003002	19VR006818	88.34349874744889
315	19VR003002	19VR007032	21.885936600561145
316	19VR003002	19VR007126	95.37220391809699
317	19VR003002	19VR007190	92.73699130770466
318	19VR003002	19VR007191	91.17944935786332
319	19VR003002	19VR007270	89.74314741564308
320	19VR003002	19VR007359	93.05616871150355
321	19VR003002	19VR007474	87.61682890703683
322	19VR003002	19VR007493	95.40001111374855
323	19VR003002	19VR007606	97.6449700364647
324	19VR003002	19VR007749	89.60033980506839
325	19VR003002	19VR008338	91.14377159070528
326	19VR003002	19VR008902	28.334452316518814
327	19VR003002	19VR009188	40.08027343213025
328	19VR003004	19VR002740	0.17384173722388846
329	19VR003004	19VR002744	1.3860852641866637
330	19VR003004	19VR003000	1.2518894726908139
331	19VR003004	19VR003002	88.2217806498254
332	19VR003004	19VR003005	4.355626523273443
333	19VR003004	19VR003124	3.168787166232857
334	19VR003004	19VR003216	2.8004570043972348
335	19VR003004	19VR003219	2.9286206125527325
336	19VR003004	19VR003231	2.527915935872505
337	19VR003004	19VR003237	3.6055744866546537
338	19VR003004	19VR003316	2.6294362446620227
339	19VR003004	19VR003317	2.9200000217118136
340	19VR003004	19VR003373	4.106209183016764
341	19VR003004	19VR003464	251.59994672533412
342	19VR003004	19VR003468	258.3468178327394
343	19VR003004	19VR003542	4.138699177538726
344	19VR003004	19VR003675	6.392498366475943
345	19VR003004	19VR003676	251.2290682500828
346	19VR003004	19VR003677	8.272861584306789
347	19VR003004	19VR003678	234.33620249585223
348	19VR003004	19VR003752	95.71331120619297
349	19VR003004	19VR003890	256.97940453171486
350	19VR003004	19VR003891	257.67998239622915
351	19VR003004	19VR003895	7.229373335442079
352	19VR003004	19VR003909	4.360816935173416
353	19VR003004	19VR003913	4.316616698943027
354	19VR003004	19VR003920	9.502907776625403
355	19VR003004	19VR004002	251.45397717304513
356	19VR003004	19VR004328	85.17519499868935
357	19VR003004	19VR004453	25.6267671920538
358	19VR003004	19VR004454	26.649639539808316
359	19VR003004	19VR004455	71.84883846822021
360	19VR003004	19VR004458	25.31147777023202
361	19VR003004	19VR004462	3.525425648792145
362	19VR003004	19VR004469	4.313058820204917
363	19VR003004	19VR004555	3.8831830033819097
364	19VR003004	19VR004571	25.343708561175163
365	19VR003004	19VR004578	25.172945967368264
366	19VR003004	19VR004702	25.227302610119175
367	19VR003004	19VR004825	25.148890242144923
368	19VR003004	19VR005044	23.08519795014952
369	19VR003004	19VR005160	5.358685478449249
370	19VR003004	19VR005334	25.95531904254392
371	19VR003004	19VR005339	23.186556604944297
372	19VR003004	19VR005340	96.34950244014884
373	19VR003004	19VR005507	100.50049386681064
374	19VR003004	19VR005510	18.277948253819517
375	19VR003004	19VR005511	22.39659380634306
376	19VR003004	19VR005512	22.905230102266493
377	19VR003004	19VR005517	20.727955092656316
378	19VR003004	19VR005524	18.403863507329064
379	19VR003004	19VR005611	18.549341895931796
380	19VR003004	19VR005613	25.268183718171095
381	19VR003004	19VR005785	18.42393699017098
382	19VR003004	19VR005799	17.528240513679968
383	19VR003004	19VR005803	18.541238090679304
384	19VR003004	19VR005806	24.05557515387113
385	19VR003004	19VR005946	93.34712295787605
386	19VR003004	19VR005949	23.396184621125897
387	19VR003004	19VR006103	19.1821571924741
388	19VR003004	19VR006108	26.494035021490955
389	19VR003004	19VR006112	19.40617803558965
390	19VR003004	19VR006113	19.616213449694705
391	19VR003004	19VR006329	12.206015017704098
392	19VR003004	19VR006332	19.46527078812308
393	19VR003004	19VR006520	96.91333360696616
394	19VR003004	19VR006679	20.421768539534877
395	19VR003004	19VR006682	5.543065524617891
396	19VR003004	19VR006818	18.37540773127842
397	19VR003004	19VR007032	97.91784558439068
398	19VR003004	19VR007126	10.404112901926514
399	19VR003004	19VR007190	10.768900291534177
400	19VR003004	19VR007191	21.211358341692844
401	19VR003004	19VR007270	19.7750563994726
402	19VR003004	19VR007359	11.08807769533308
403	19VR003004	19VR007474	7.648737890866356
404	19VR003004	19VR007493	10.505674250402
405	19VR003004	19VR007606	26.71697721996689
406	19VR003004	19VR007749	19.6322487888979
407	19VR003004	19VR008338	21.175680574534802
408	19VR003004	19VR008902	94.36636130034834
409	19VR003004	19VR009188	87.99430707689177
410	19VR003005	19VR002740	4.2757786268424045
411	19VR003005	19VR002744	3.4695196964475623
412	19VR003005	19VR003000	5.353826362309331
413	19VR003005	19VR003002	87.55057642511989
414	19VR003005	19VR003004	4.355626523273443
415	19VR003005	19VR003124	5.270724055851373
416	19VR003005	19VR003216	4.90239389401575
417	19VR003005	19VR003219	5.0305575021712485
418	19VR003005	19VR003231	6.629852825491022
419	19VR003005	19VR003237	3.7075113762731693
420	19VR003005	19VR003316	4.731373134280538
421	19VR003005	19VR003317	3.02193691133033
422	19VR003005	19VR003373	6.20814607263528
423	19VR003005	19VR003464	251.383702584251
424	19VR003005	19VR003468	258.1305736916563
425	19VR003005	19VR003542	6.240636067157242
426	19VR003005	19VR003675	8.457078934255378
427	19VR003005	19VR003676	251.02371426051485
428	19VR003005	19VR003677	8.374798473925305
429	19VR003005	19VR003678	234.10101383514805
430	19VR003005	19VR003752	95.04210698148744
431	19VR003005	19VR003890	256.7631603906317
432	19VR003005	19VR003891	257.46373825514604
433	19VR003005	19VR003895	7.331310225060595
434	19VR003005	19VR003909	6.462753824791932
435	19VR003005	19VR003913	6.418553588561543
436	19VR003005	19VR003920	9.465803657536913
437	19VR003005	19VR004002	251.23773303196208
438	19VR003005	19VR004328	84.60144280383817
439	19VR003005	19VR004453	27.650330534597938
440	19VR003005	19VR004454	28.673202882352452
441	19VR003005	19VR004455	73.83935107489056
442	19VR003005	19VR004458	27.335041112776157
443	19VR003005	19VR004462	5.593230367023589
444	19VR003005	19VR004469	6.3936407760973655
445	19VR003005	19VR004555	5.985119893000426
446	19VR003005	19VR004571	27.3672719037193
447	19VR003005	19VR004578	27.1965093099124
448	19VR003005	19VR004702	27.250865952663315
449	19VR003005	19VR004825	27.17245358468906
450	19VR003005	19VR005044	25.108761292693657
451	19VR003005	19VR005160	5.4606223680677655
452	19VR003005	19VR005334	27.978882385088053
453	19VR003005	19VR005339	25.210119947488433
454	19VR003005	19VR005340	95.67829821544332
455	19VR003005	19VR005507	99.82928964210514
456	19VR003005	19VR005510	20.301511596363657
457	19VR003005	19VR005511	24.4201571488872
458	19VR003005	19VR005512	24.857164850617036
459	19VR003005	19VR005517	22.751518435200456
460	19VR003005	19VR005524	20.427426849873203
461	19VR003005	19VR005611	20.55877480369332
462	19VR003005	19VR005613	27.291747060715235
463	19VR003005	19VR005785	20.447500332715116
464	19VR003005	19VR005799	17.551803856224105
465	19VR003005	19VR005803	20.56480143322344
466	19VR003005	19VR005806	26.079138496415265
467	19VR003005	19VR005946	92.70929485640546
468	19VR003005	19VR005949	25.41974796367003
469	19VR003005	19VR006103	21.205720535018237
470	19VR003005	19VR006108	26.5175983640351
471	19VR003005	19VR006112	21.429741378133787
472	19VR003005	19VR006113	21.63977679223884
473	19VR003005	19VR006329	14.307951907322616
474	19VR003005	19VR006332	21.434319650258356
475	19VR003005	19VR006520	96.24212938226064
476	19VR003005	19VR006679	22.445331882079014
477	19VR003005	19VR006682	7.606604169584734
478	19VR003005	19VR006818	20.398971073822555
479	19VR003005	19VR007032	97.24664135968516
480	19VR003005	19VR007126	12.50604979154503
481	19VR003005	19VR007190	12.870837181152693
482	19VR003005	19VR007191	23.23492168423698
483	19VR003005	19VR007270	21.79861974201674
484	19VR003005	19VR007359	13.190014584951598
485	19VR003005	19VR007474	7.750674780484872
486	19VR003005	19VR007493	12.607611140020516
487	19VR003005	19VR007606	28.715107853221024
488	19VR003005	19VR007749	21.65581213144204
489	19VR003005	19VR008338	23.199243917078938
490	19VR003005	19VR008902	93.69515707564281
491	19VR003005	19VR009188	87.32310285218625
492	19VR003124	19VR002740	3.0889392698018177
493	19VR003124	19VR002744	2.3011827967645933
494	19VR003124	19VR003000	4.166987005268743
495	19VR003124	19VR003002	89.13687818240334
496	19VR003124	19VR003004	3.168787166232857
497	19VR003124	19VR003005	5.270724055851373
498	19VR003124	19VR003216	1.487275150263069
499	19VR003124	19VR003219	0.8947077885479454
500	19VR003124	19VR003231	5.443013468450434
501	19VR003124	19VR003237	4.520672019232582
502	19VR003124	19VR003316	3.5445337772399514
503	19VR003124	19VR003317	3.835097554289743
504	19VR003124	19VR003373	1.124754991456763
505	19VR003124	19VR003464	249.65654372992896
506	19VR003124	19VR003468	256.40341483733425
507	19VR003124	19VR003542	3.053796710116655
508	19VR003124	19VR003675	7.307595899053871
509	19VR003124	19VR003676	249.29655540619277
510	19VR003124	19VR003677	7.187959116884717
511	19VR003124	19VR003678	234.39279950044707
512	19VR003124	19VR003752	96.62840873877089
513	19VR003124	19VR003890	255.03600153630964
514	19VR003124	19VR003891	255.73657940082398
515	19VR003124	19VR003895	8.144470868020012
516	19VR003124	19VR003909	3.2759144677513445
517	19VR003124	19VR003913	3.231714231520956
518	19VR003124	19VR003920	8.418005309203332
519	19VR003124	19VR004002	249.51057417763997
520	19VR003124	19VR004328	86.0902925312673
521	19VR003124	19VR004453	26.54186472463173
522	19VR003124	19VR004454	27.564737072386244
523	19VR003124	19VR004455	72.76891911026509
524	19VR003124	19VR004458	26.226575302809948
525	19VR003124	19VR004462	4.440523181370074
526	19VR003124	19VR004469	3.2281563527828463
527	19VR003124	19VR004555	2.798280535959839
528	19VR003124	19VR004571	26.25880609375309
529	19VR003124	19VR004578	26.088043499946192
530	19VR003124	19VR004702	26.142400142697102
531	19VR003124	19VR004825	26.06398777472285
532	19VR003124	19VR005044	24.000295482727452
533	19VR003124	19VR005160	6.273783011027179
534	19VR003124	19VR005334	26.870416575121848
535	19VR003124	19VR005339	24.101654137522228
536	19VR003124	19VR005340	97.26459997272677
537	19VR003124	19VR005507	101.41559139938857
538	19VR003124	19VR005510	19.193045786397448
539	19VR003124	19VR005511	23.31169133892099
540	19VR003124	19VR005512	23.820327634844425
541	19VR003124	19VR005517	21.643052625234244
542	19VR003124	19VR005524	19.318961039906995
543	19VR003124	19VR005611	19.46443942850972
544	19VR003124	19VR005613	26.183281250749022
545	19VR003124	19VR005785	19.339034522748904
546	19VR003124	19VR005799	18.443338046257896
547	19VR003124	19VR005803	19.456335623257235
548	19VR003124	19VR005806	24.97067268644906
549	19VR003124	19VR005946	94.26222049045398
550	19VR003124	19VR005949	24.311282153703825
551	19VR003124	19VR006103	20.097254725052032
552	19VR003124	19VR006108	27.409132554068886
553	19VR003124	19VR006112	20.321275568167575
554	19VR003124	19VR006113	20.531310982272636
555	19VR003124	19VR006329	13.121112550282028
556	19VR003124	19VR006332	20.38036832070101
557	19VR003124	19VR006520	97.82843113954408
558	19VR003124	19VR006679	21.336866072112805
559	19VR003124	19VR006682	6.4581630571958195
560	19VR003124	19VR006818	19.290505263856346
561	19VR003124	19VR007032	98.8329431169686
562	19VR003124	19VR007126	11.319210434504443
563	19VR003124	19VR007190	11.683997824112105
564	19VR003124	19VR007191	22.126455874270768
565	19VR003124	19VR007270	20.69015393205053
566	19VR003124	19VR007359	12.003175227911012
567	19VR003124	19VR007474	8.563835423444285
568	19VR003124	19VR007493	11.42077178297993
569	19VR003124	19VR007606	27.63207475254482
570	19VR003124	19VR007749	20.547346321475832
571	19VR003124	19VR008338	22.090778107112733
572	19VR003124	19VR008902	95.28145883292626
573	19VR003124	19VR009188	88.90940460946969
574	19VR003216	19VR002740	2.720609107966196
575	19VR003216	19VR002744	1.932852634928971
576	19VR003216	19VR003000	3.798656843433121
577	19VR003216	19VR003002	88.76854802056772
578	19VR003216	19VR003004	2.8004570043972348
579	19VR003216	19VR003005	4.90239389401575
580	19VR003216	19VR003124	1.487275150263069
581	19VR003216	19VR003219	1.255508713712086
582	19VR003216	19VR003231	5.074683306614811
583	19VR003216	19VR003237	4.15234185739696
584	19VR003216	19VR003316	3.17620361540433
585	19VR003216	19VR003317	3.4667673924541207
586	19VR003216	19VR003373	1.497186768948343
587	19VR003216	19VR003464	251.05993418138127
588	19VR003216	19VR003468	257.80680528878656
589	19VR003216	19VR003542	2.6854665482810325
590	19VR003216	19VR003675	6.93926573721825
591	19VR003216	19VR003676	250.69994585764508
592	19VR003216	19VR003677	6.819628955049095
593	19VR003216	19VR003678	234.02446933861145
594	19VR003216	19VR003752	96.26007857693529
595	19VR003216	19VR003890	256.43939198776195
596	19VR003216	19VR003891	257.13996985227624
597	19VR003216	19VR003895	7.776140706184388
598	19VR003216	19VR003909	2.9075843059157225
599	19VR003216	19VR003913	4.635104682973238
600	19VR003216	19VR003920	8.049675147367712
601	19VR003216	19VR004002	250.91396462909225
602	19VR003216	19VR004328	85.72196236943165
603	19VR003216	19VR004453	26.173534562796107
604	19VR003216	19VR004454	27.19640691055062
605	19VR003216	19VR004455	72.4208265199209
606	19VR003216	19VR004458	25.85824514097433
607	19VR003216	19VR004462	4.072193019534453
608	19VR003216	19VR004469	2.859826190947224
609	19VR003216	19VR004555	2.4299503741242163
610	19VR003216	19VR004571	25.89047593191747
611	19VR003216	19VR004578	25.71971333811057
612	19VR003216	19VR004702	25.774069980861483
613	19VR003216	19VR004825	25.695657612887228
614	19VR003216	19VR005044	23.631965320891826
615	19VR003216	19VR005160	5.9054528491915566
616	19VR003216	19VR005334	26.502086413286225
617	19VR003216	19VR005339	23.733323975686606
618	19VR003216	19VR005340	96.89626981089114
619	19VR003216	19VR005507	101.04726123755296
620	19VR003216	19VR005510	18.824715624561826
621	19VR003216	19VR005511	22.943361177085364
622	19VR003216	19VR005512	23.4519974730088
623	19VR003216	19VR005517	21.274722463398625
624	19VR003216	19VR005524	18.950630878071372
625	19VR003216	19VR005611	19.096109266674098
626	19VR003216	19VR005613	25.814951088913404
627	19VR003216	19VR005785	18.970704360913285
628	19VR003216	19VR005799	18.075007884422273
629	19VR003216	19VR005803	19.088005461421613
630	19VR003216	19VR005806	24.602342524613434
631	19VR003216	19VR005946	93.89389032861837
